master_id;order_channel;last_order_channel;first_order_date;last_order_date;last_order_date_online;last_order_date_offline;order_num_total_ever_online;order_num_total_ever_offline;customer_value_total_ever_offline;customer_value_total_ever_online
c864868a-5134-11ea-99ba-000d3a38a36f;Android App;Android App;06/10/2019;29/09/2020;29/09/2020;06/10/2019;2;1;179.99;346.96
57b22f66-d6a3-11e9-93bc-000d3a38a36f;Android App;Android App;29/08/2019;16/02/2021;16/02/2021;12/02/2020;1;4;550.45;186.99
fb840306-1219-11ea-a001-000d3a38a36f;Ios App;Ios App;18/01/2020;05/02/2021;05/02/2021;18/01/2020;7;1;89.99;833.65
1acf7870-87af-11ea-ace9-000d3a38a36f;Ios App;Offline;26/04/2020;18/02/2021;26/04/2020;18/02/2021;1;1;160.97;137.12
7a52fd46-5be8-11ea-a7c9-000d3a38a36f;Mobile;Mobile;16/02/2020;10/07/2020;10/07/2020;16/02/2020;1;1;45.49;89.99
196e721a-d6d9-11e9-93bc-000d3a38a36f;Mobile;Mobile;02/09/2019;11/08/2020;11/08/2020;02/09/2019;1;1;39.99;89.99
3551e96c-5b40-11ea-8e0b-000d3a38a36f;Ios App;Ios App;16/02/2020;03/03/2021;03/03/2021;16/02/2020;2;1;299.98;414.91
80c89c7a-d6dd-11e9-93bc-000d3a38a36f;Mobile;Offline;02/09/2019;21/01/2021;02/09/2019;21/01/2021;1;1;169.99;170.91
280cd78c-f324-11e9-9346-000d3a38a36f;Android App;Android App;20/02/2019;25/12/2020;25/12/2020;20/02/2019;4;1;49.99;476.88
6e47c6c2-4f49-11ea-99ba-000d3a38a36f;Android App;Android App;04/12/2019;26/11/2020;26/11/2020;04/12/2019;5;1;99.99;999.9
6a46e618-16f8-11ea-b4ec-000d3a38a36f;Android App;Offline;13/11/2019;14/07/2020;13/07/2020;14/07/2020;12;3;410.46;2519.88
1e6a5e78-7a8a-11ea-8f20-000d3a38a36f;Ios App;Offline;10/04/2020;22/02/2021;30/04/2020;22/02/2021;3;2;270.48;384.95
6e19617c-f068-11ea-bde9-000d3a38a36f;Android App;Android App;06/09/2020;21/04/2021;21/04/2021;06/09/2020;1;1;99.99;214.94
a9acbdcc-a872-11e9-a2fc-000d3a38a36f;Desktop;Offline;27/12/2015;02/08/2020;02/11/2018;02/08/2020;4;1;70.49;721.2
d45e704c-b13c-11e9-9757-000d3a38a36f;Desktop;Offline;01/10/2019;01/07/2020;27/06/2020;01/07/2020;1;2;330.45;764.94
45b1d028-1da7-11ea-8bf2-000d3a38a36f;Desktop;Desktop;30/06/2019;26/08/2020;26/08/2020;30/06/2019;1;1;89.99;185.47
09797cba-5b4a-11ea-8975-000d3a38a36f;Mobile;Mobile;26/12/2019;27/04/2021;27/04/2021;26/12/2019;3;1;119.99;749.94
1eb32dea-a409-11e9-a2fc-000d3a38a36f;Android App;Android App;11/04/2019;21/12/2020;21/12/2020;11/04/2019;2;1;79.99;191.98
6925c836-ab8b-11e9-a2fc-000d3a38a36f;Ios App;Offline;19/12/2017;22/04/2021;01/07/2020;22/04/2021;2;4;572.56;167.97
c109302c-f72c-11ea-a533-000d3a38a36f;Ios App;Offline;15/09/2020;15/12/2020;15/09/2020;15/12/2020;2;1;649.99;798
c7cd4332-20bb-11ea-97c9-000d3a38a36f;Ios App;Ios App;12/05/2019;29/04/2021;29/04/2021;12/05/2019;3;1;104.97;433.64
d875bb04-4539-11ea-acaf-000d3a38a36f;Android App;Android App;14/11/2019;17/02/2021;17/02/2021;14/11/2019;6;1;254.97;610.92
cc7a587e-3110-11ea-b884-000d3a38a36f;Desktop;Desktop;05/09/2019;03/05/2021;03/05/2021;08/03/2020;1;2;100.48;77.99
e7fa4114-e7cc-11e9-8bb8-000d3a38a36f;Android App;Offline;12/05/2020;12/08/2020;16/05/2020;12/08/2020;5;1;79.99;324.94
59fe5f5c-b1c2-11e9-89fa-000d3a38a36f;Mobile;Mobile;18/07/2019;26/02/2021;26/02/2021;18/07/2019;1;1;219.99;469.89
92a334ee-58f2-11eb-9e65-000d3a38a36f;Android App;Android App;28/01/2021;11/02/2021;11/02/2021;28/01/2021;1;1;119.87;94.99
12f0df54-accc-11e9-a2fc-000d3a38a36f;Android App;Android App;21/04/2021;21/04/2021;21/04/2021;21/04/2021;1;1;458.95;287.99
a0133918-1d60-11ea-a490-000d3a38a36f;Android App;Offline;19/08/2019;06/10/2020;12/09/2020;06/10/2020;1;3;141.7;59.99
5366d676-5403-11eb-9e65-000d3a38a36f;Desktop;Offline;11/01/2021;24/05/2021;11/01/2021;24/05/2021;1;1;319.99;334.9
07ddfcfe-2590-11ea-b1c8-000d3a38a36f;Android App;Android App;30/09/2019;08/05/2021;08/05/2021;17/07/2020;3;5;406.19;194.46
b4e68f92-a534-11e9-a2fc-000d3a38a36f;Android App;Android App;04/06/2018;27/01/2021;27/01/2021;17/03/2019;6;1;79.98;657.12
fa4d1ac8-abd9-11e9-a2fc-000d3a38a36f;Android App;Mobile;14/04/2017;19/11/2020;19/11/2020;01/12/2019;3;1;179.98;270.98
6ece7c1c-4594-11ea-acaf-000d3a38a36f;Desktop;Desktop;02/08/2019;20/04/2021;20/04/2021;02/08/2019;2;1;89.99;190.77
15fa60d6-9eb1-11e9-9897-000d3a38a36f;Mobile;Offline;17/03/2016;02/02/2021;17/03/2016;02/02/2021;1;3;320.85;43.19
83c57128-1eea-11ea-81ff-000d3a38a36f;Mobile;Mobile;28/07/2019;24/05/2021;24/05/2021;10/11/2019;4;3;705.92;349.45
bb548d60-abb6-11e9-a2fc-000d3a38a36f;Android App;Android App;11/07/2019;22/12/2020;22/12/2020;11/07/2019;1;1;69.99;141.97
9e060288-2eed-11ea-8467-000d3a38a36f;Android App;Android App;06/08/2019;23/11/2020;23/11/2020;28/08/2019;1;3;134.95;249.96
444de882-b067-11e9-9757-000d3a38a36f;Android App;Desktop;31/07/2019;28/04/2021;28/04/2021;08/02/2020;5;4;262.93;431.94
89cbf714-a6d0-11e9-a2fc-000d3a38a36f;Android App;Android App;01/07/2014;28/04/2021;28/04/2021;19/12/2019;4;2;219.97;490.92
3af86bfe-5459-11ea-b1db-000d3a38a36f;Android App;Android App;25/12/2019;17/09/2020;17/09/2020;25/12/2019;3;1;149.99;1301.56
9c5d4960-5bd8-11ea-9ccc-000d3a38a36f;Android App;Android App;31/12/2019;17/07/2020;17/07/2020;31/12/2019;4;1;59.99;464.37
6fcc04d0-3050-11ea-bb28-000d3a38a36f;Mobile;Offline;17/11/2019;19/10/2020;30/06/2020;19/10/2020;4;2;271.46;533.94
eb648a26-a56e-11e9-a2fc-000d3a38a36f;Mobile;Desktop;18/04/2017;25/05/2021;25/05/2021;18/02/2019;9;1;49.99;1988.66
8423eda8-ae37-11e9-a2fc-000d3a38a36f;Android App;Offline;19/10/2018;20/05/2021;19/10/2018;20/05/2021;1;4;1075.39;205.97
af94d3c0-b199-11e9-89fa-000d3a38a36f;Mobile;Mobile;09/03/2020;08/05/2021;08/05/2021;09/03/2020;1;1;70.49;130.81
7d58deb6-62fa-11ea-a6dc-000d3a38a36f;Mobile;Mobile;14/06/2016;23/11/2020;23/11/2020;16/11/2019;7;1;139.99;1231.46
45beaf52-add9-11e9-a2fc-000d3a38a36f;Android App;Android App;14/12/2019;03/05/2021;03/05/2021;14/12/2019;6;1;139.98;650.89
56ddd00a-aff6-11e9-9757-000d3a38a36f;Android App;Offline;09/04/2020;01/03/2021;09/04/2020;01/03/2021;1;1;100.88;172.97
a5fc6ee6-a257-11e9-a2fc-000d3a38a36f;Mobile;Mobile;10/03/2019;11/09/2020;11/09/2020;28/07/2019;1;2;412.85;287.93
b4f0a6e6-ae60-11e9-a2fc-000d3a38a36f;Android App;Offline;25/10/2018;26/05/2021;04/09/2019;26/05/2021;3;10;1350.49;282.96
af28d808-9750-11ea-a9c8-000d3a38a36f;Android App;Offline;17/11/2019;23/12/2020;11/05/2020;23/12/2020;1;2;190.48;359.9
6d57890e-9f67-11eb-9c47-000d3a38a36f;Ios App;Ios App;16/07/2019;19/04/2021;19/04/2021;16/07/2019;1;1;79.99;203.24
7bb4c782-a450-11e9-a2fc-000d3a38a36f;Android App;Offline;20/04/2019;15/03/2021;09/03/2021;15/03/2021;9;4;459.92;676.88
4a1ecbbc-5271-11ea-956d-000d3a38a36f;Mobile;Offline;07/01/2020;18/11/2020;21/01/2020;18/11/2020;1;3;254.96;189.99
d8f47744-a595-11e9-a2fc-000d3a38a36f;Android App;Android App;27/01/2018;15/04/2021;15/04/2021;26/10/2019;9;1;59.99;1401.76
2c5e69e8-ae6b-11e9-a2fc-000d3a38a36f;Android App;Android App;20/12/2019;30/03/2021;30/03/2021;09/02/2021;8;1;139.99;1372.4
0efc89ac-9f16-11e9-9897-000d3a38a36f;Android App;Android App;16/07/2019;22/02/2021;22/02/2021;16/07/2019;4;1;192.98;653.37
8c92d204-1eb4-11ea-aa32-000d3a38a36f;Android App;Android App;19/10/2019;22/07/2020;22/07/2020;23/01/2020;4;2;230.48;424.12
bfc40df8-3068-11ea-bb28-000d3a38a36f;Desktop;Offline;08/09/2019;15/09/2020;10/04/2020;15/09/2020;1;3;111.96;209.99
de493b6c-a35b-11e9-a2fc-000d3a38a36f;Mobile;Mobile;28/03/2019;15/11/2020;15/11/2020;28/03/2019;1;1;39.99;189.99
808005da-a511-11e9-a2fc-000d3a38a36f;Android App;Android App;21/06/2018;29/10/2020;29/10/2020;16/11/2019;6;2;268.97;1029.87
cae701dc-d621-11e9-93bc-000d3a38a36f;Android App;Android App;16/08/2019;19/03/2021;19/03/2021;16/08/2019;1;1;49.99;89.99
acff824a-1dc3-11ea-8bf2-000d3a38a36f;Android App;Android App;18/05/2019;28/11/2020;28/11/2020;02/11/2019;3;3;249.97;329.97
4e24ed86-9e9e-11e9-9897-000d3a38a36f;Desktop;Offline;24/06/2016;28/05/2021;24/06/2016;28/05/2021;1;3;395.95;119.99
bac9d616-a837-11e9-a2fc-000d3a38a36f;Mobile;Offline;30/03/2020;26/11/2020;30/03/2020;26/11/2020;1;2;459.98;207.99
4e18b218-5650-11ea-b9b9-000d3a38a36f;Ios App;Offline;17/12/2019;24/11/2020;13/04/2020;24/11/2020;2;3;189.97;401.15
5261c16e-9c93-11ea-a27a-000d3a38a36f;Android App;Offline;21/05/2020;30/06/2020;21/05/2020;30/06/2020;1;1;220.48;335.98
20a9824c-ab17-11e9-a2fc-000d3a38a36f;Android App;Android App;19/09/2017;22/02/2021;22/02/2021;05/08/2019;3;1;190.73;440.95
9c328802-a6ce-11e9-a2fc-000d3a38a36f;Desktop;Offline;28/06/2014;09/04/2021;28/06/2014;09/04/2021;1;2;690.78;154.99
b74c85fa-43a0-11eb-806e-000d3a38a36f;Android App;Offline;22/02/2020;03/03/2021;21/12/2020;03/03/2021;6;4;334.96;564.88
72b33428-f9a1-11ea-9564-000d3a38a36f;Android App;Android App;18/09/2020;24/12/2020;24/12/2020;21/09/2020;1;2;460.63;228.99
f9adaeba-bbb5-11ea-a0c9-000d3a38a36f;Desktop;Offline;08/09/2019;06/04/2021;31/03/2021;06/04/2021;2;3;270.47;264.91
8b607a4a-abae-11e9-a2fc-000d3a38a36f;Android App;Android App;14/01/2018;22/12/2020;22/12/2020;07/05/2019;4;1;289.96;339.97
861090c6-a923-11e9-a2fc-000d3a38a36f;Desktop;Offline;22/09/2016;13/01/2021;22/09/2016;13/01/2021;1;1;799.99;279
41272966-a0cc-11e9-a2fc-000d3a38a36f;Mobile;Mobile;05/02/2019;20/04/2021;20/04/2021;05/02/2019;1;1;119.99;359.2
bd2305fe-6051-11ea-8dd8-000d3a38a36f;Mobile;Offline;26/01/2020;17/02/2021;26/01/2020;17/02/2021;1;1;219.87;167.99
fdb7846a-319d-11ea-9c9f-000d3a38a36f;Android App;Android App;09/08/2019;12/06/2020;12/06/2020;09/08/2019;1;1;104.98;359.9
5bc87a7c-9de8-11e9-9897-000d3a38a36f;Mobile;Offline;20/10/2017;21/09/2020;10/01/2019;21/09/2020;2;5;437.34;359.98
804e7e88-18fd-11ea-9213-000d3a38a36f;Android App;Android App;11/09/2019;21/05/2021;21/05/2021;20/10/2019;8;2;169.98;1338.73
215ed4a8-a595-11e9-a2fc-000d3a38a36f;Mobile;Offline;21/02/2019;26/04/2021;21/02/2019;26/04/2021;1;2;301.85;209.94
36c7a90a-a0f9-11e9-a2fc-000d3a38a36f;Android App;Android App;15/02/2019;17/05/2021;17/05/2021;04/03/2020;2;4;706.89;810.66
63695372-a1c7-11e9-a2fc-000d3a38a36f;Mobile;Mobile;27/02/2019;24/05/2021;24/05/2021;12/10/2020;1;3;400.38;83.99
1f65610c-526b-11ea-956d-000d3a38a36f;Mobile;Mobile;08/01/2020;10/02/2021;10/02/2021;08/01/2020;3;1;369.98;519.39
c9c3e8aa-9aa8-11ea-9fd8-000d3a38a36f;Android App;Offline;21/05/2020;11/02/2021;21/05/2020;11/02/2021;1;1;119.99;112.49
552c4978-ace8-11e9-a2fc-000d3a38a36f;Mobile;Mobile;14/02/2019;29/11/2020;29/11/2020;14/02/2019;2;1;69.98;495.46
ef770b48-e155-11e9-957d-000d3a38a36f;Mobile;Offline;06/09/2019;20/07/2020;28/09/2019;20/07/2020;1;4;279.95;115
88667a54-1311-11ea-a001-000d3a38a36f;Android App;Offline;17/04/2019;11/03/2021;18/05/2020;11/03/2021;1;4;424.73;175.97
c51201f2-1155-11ea-8872-000d3a38a36f;Mobile;Mobile;11/09/2019;21/03/2021;21/03/2021;08/11/2019;3;2;239.96;309.95
a7ab666a-ae60-11e9-a2fc-000d3a38a36f;Mobile;Mobile;10/07/2019;29/03/2021;29/03/2021;10/07/2019;2;1;356.95;698.94
b050a646-2254-11ea-8523-000d3a38a36f;Ios App;Ios App;21/09/2019;14/04/2021;14/04/2021;21/09/2019;4;1;209.97;716.88
7fcbeba8-a8a0-11e9-a2fc-000d3a38a36f;Desktop;Offline;03/08/2019;03/09/2020;03/08/2019;03/09/2020;1;3;199.97;59.99
f318a3de-ad06-11e9-a2fc-000d3a38a36f;Desktop;Offline;08/06/2018;13/08/2020;08/06/2018;13/08/2020;1;1;100.74;19.99
9b6eb67e-75e6-11ea-b23f-000d3a38a36f;Android App;Offline;04/04/2020;28/03/2021;14/05/2020;28/03/2021;2;1;199.99;208.46
575164ec-a417-11e9-a2fc-000d3a38a36f;Mobile;Mobile;13/04/2019;23/05/2021;23/05/2021;13/04/2019;3;1;67.99;589.23
32756a80-b022-11e9-9757-000d3a38a36f;Mobile;Mobile;23/02/2019;10/11/2020;10/11/2020;23/02/2019;1;1;14.99;139.95
71976318-2aa0-11eb-b280-000d3a38a36f;Android App;Offline;13/10/2020;19/01/2021;19/11/2020;19/01/2021;1;2;273.95;95.99
9c6ce7b0-5bee-11ea-bfa9-000d3a38a36f;Android App;Offline;13/01/2020;11/01/2021;12/12/2020;11/01/2021;7;2;270.85;629.13
16aebb98-d63e-11e9-93bc-000d3a38a36f;Desktop;Desktop;20/08/2019;13/05/2021;13/05/2021;05/09/2019;1;2;284.97;183.99
1f8c68a2-c565-11ea-9dde-000d3a38a36f;Android App;Offline;13/07/2020;03/11/2020;13/07/2020;03/11/2020;1;1;40.49;299
ae557c64-5b29-11ea-b304-000d3a38a36f;Android App;Android App;23/01/2020;05/06/2020;05/06/2020;30/01/2020;1;2;119.98;597.95
b0708360-9768-11ea-a9c8-000d3a38a36f;Android App;Offline;08/05/2020;18/09/2020;10/05/2020;18/09/2020;2;2;260.72;267.91
5952b580-5b3b-11ea-8569-000d3a38a36f;Mobile;Mobile;03/01/2020;24/05/2021;24/05/2021;24/06/2020;1;2;139.46;160.99
83ae5204-ff19-11e9-a5e8-000d3a38a36f;Android App;Android App;03/08/2019;26/05/2021;26/05/2021;10/02/2020;2;1;70.49;349.95
6817921c-a96a-11e9-a2fc-000d3a38a36f;Desktop;Offline;25/12/2015;21/05/2021;02/02/2017;21/05/2021;5;3;98.91;343.02
09893098-221e-11ea-8523-000d3a38a36f;Desktop;Desktop;16/03/2019;05/05/2021;05/05/2021;12/01/2020;1;3;324.96;156
37753730-9b69-11ea-a27a-000d3a38a36f;Ios App;Ios App;17/04/2020;04/03/2021;04/03/2021;20/09/2020;7;1;67.44;2080.52
6f11ab30-a932-11e9-a2fc-000d3a38a36f;Mobile;Mobile;23/11/2018;01/10/2020;01/10/2020;03/10/2019;3;1;189.98;360.73
8d58d24a-a792-11e9-a2fc-000d3a38a36f;Desktop;Offline;22/03/2015;26/02/2021;22/03/2015;26/02/2021;1;1;575.48;43.19
8c62a1a0-00c4-11ea-a5e8-000d3a38a36f;Mobile;Mobile;06/11/2019;09/12/2020;09/12/2020;06/11/2019;2;1;283.99;569.81
e3506ca0-a218-11e9-a2fc-000d3a38a36f;Android App;Offline;06/03/2019;20/04/2021;18/05/2020;20/04/2021;2;5;826.32;126.99
b6305fbe-5b4f-11ea-bb88-000d3a38a36f;Desktop;Offline;29/12/2019;09/08/2020;10/05/2020;09/08/2020;2;3;492.96;370.28
d3fea560-aced-11ea-b736-000d3a38a36f;Mobile;Offline;12/06/2020;19/01/2021;12/06/2020;19/01/2021;2;1;60.87;265.98
b5a2eea6-e74e-11e9-8bb8-000d3a38a36f;Ios App;Offline;17/10/2019;16/08/2020;17/10/2019;16/08/2020;1;1;349.99;214.79
45efeeb0-5b2a-11ea-bae8-000d3a38a36f;Android App;Android App;17/01/2020;12/01/2021;12/01/2021;24/08/2020;1;2;149.98;219.9
5bfa131c-ada5-11e9-a2fc-000d3a38a36f;Mobile;Mobile;17/06/2019;20/06/2020;20/06/2020;13/10/2019;2;1;119.98;198.48
e637e170-aea0-11e9-a2fc-000d3a38a36f;Desktop;Offline;22/10/2018;16/03/2021;22/10/2018;16/03/2021;1;3;200.86;104.89
90e0b158-2b54-11ea-9d27-000d3a38a36f;Android App;Android App;30/11/2019;16/10/2020;16/10/2020;26/01/2020;7;1;39.99;2214.45
ecabc266-a7f6-11e9-a2fc-000d3a38a36f;Desktop;Offline;11/07/2015;28/07/2020;11/07/2015;28/07/2020;1;1;29.99;79.99
0117c094-63e8-11ea-a6dc-000d3a38a36f;Android App;Offline;11/03/2020;25/09/2020;11/03/2020;25/09/2020;1;1;70.49;269
35f216d0-5bef-11ea-a0d1-000d3a38a36f;Android App;Android App;19/12/2019;18/04/2021;18/04/2021;19/12/2019;2;1;139.99;274.32
eb9baf18-a368-11e9-a2fc-000d3a38a36f;Desktop;Desktop;29/03/2019;09/07/2020;09/07/2020;29/03/2019;1;1;119.99;89.99
0c911658-1ceb-11ea-a490-000d3a38a36f;Android App;Android App;28/07/2019;17/05/2021;17/05/2021;17/05/2021;1;3;541.58;221
2b632570-4195-11ea-96d9-000d3a38a36f;Desktop;Desktop;12/10/2019;04/04/2021;04/04/2021;12/10/2019;2;1;49.99;344.95
46097e88-1cb5-11ea-a490-000d3a38a36f;Android App;Offline;15/01/2021;19/01/2021;15/01/2021;19/01/2021;1;1;225.99;199.99
f4f890ba-8627-11ea-be76-000d3a38a36f;Ios App;Ios App;24/04/2020;14/01/2021;14/01/2021;18/11/2020;3;1;44.99;789.97
c88819fa-d0fb-11ea-8b59-000d3a38a36f;Mobile;Mobile;28/07/2020;04/08/2020;04/08/2020;28/07/2020;1;1;79.99;279.98
3d707d74-d667-11e9-93bc-000d3a38a36f;Desktop;Desktop;07/08/2019;21/03/2021;21/03/2021;14/09/2019;2;3;529.96;154.98
b8ddf1a2-5b0b-11ea-bffe-000d3a38a36f;Ios App;Ios App;18/02/2020;26/04/2021;26/04/2021;18/02/2020;1;1;80.49;178.64
5c116b1a-5341-11ea-acd3-000d3a38a36f;Android App;Android App;23/01/2020;21/12/2020;21/12/2020;23/01/2020;2;1;140.73;104.98
aa572c64-5efa-11ea-be5b-000d3a38a36f;Ios App;Offline;25/12/2019;16/08/2020;06/03/2020;16/08/2020;4;1;49.99;1061.95
5307c13a-f4e7-11e9-9346-000d3a38a36f;Android App;Android App;22/10/2019;05/02/2021;05/02/2021;22/10/2019;1;1;99.99;239
a28e246a-5daf-11eb-8dbd-000d3a38a36f;Android App;Android App;22/06/2017;28/04/2021;28/04/2021;05/11/2020;4;4;901.69;1135.82
fef57ffa-aae6-11e9-a2fc-000d3a38a36f;Mobile;Desktop;08/11/2016;12/05/2021;12/05/2021;09/07/2020;36;1;180.73;12545.37
de6b47a4-a065-11ea-9d0a-000d3a38a36f;Android App;Android App;27/05/2020;22/05/2021;22/05/2021;07/04/2021;7;1;305.98;996.92
97abdc4a-a5d2-11e9-a2fc-000d3a38a36f;Android App;Android App;20/06/2017;30/03/2021;30/03/2021;13/12/2019;4;1;179.99;269.97
9613613c-c9d0-11ea-a31e-000d3a38a36f;Ios App;Ios App;19/07/2020;30/05/2021;30/05/2021;19/07/2020;1;1;129.99;360.98
c6b217b6-dfcf-11e9-957d-000d3a38a36f;Ios App;Offline;25/09/2019;24/05/2021;25/09/2019;24/05/2021;1;2;201.92;249.99
ab52332e-a1af-11e9-a2fc-000d3a38a36f;Mobile;Mobile;25/02/2019;16/02/2021;16/02/2021;25/02/2019;2;1;79.99;210.96
267f4a64-5b4b-11ea-a909-000d3a38a36f;Mobile;Mobile;02/01/2020;11/03/2021;11/03/2021;02/01/2020;1;1;59.99;134.99
c25f2eea-265d-11ea-b9a0-000d3a38a36f;Mobile;Mobile;19/07/2019;15/12/2020;15/12/2020;19/07/2019;1;1;99.99;200.89
a076af30-aacd-11e9-a2fc-000d3a38a36f;Desktop;Offline;11/09/2018;12/02/2021;11/09/2018;12/02/2021;1;1;319.89;119.98
da229068-653b-11ea-bac7-000d3a38a36f;Ios App;Ios App;13/03/2020;19/04/2021;19/04/2021;27/03/2021;1;3;411.85;119.99
a9f02aa8-5be6-11ea-8bd2-000d3a38a36f;Android App;Offline;02/10/2019;19/05/2021;10/05/2021;19/05/2021;2;3;199.96;390.98
75aea3d4-a8fb-11ea-8479-000d3a38a36f;Android App;Offline;28/02/2020;11/02/2021;08/06/2020;11/02/2021;1;2;134.97;89.98
737ef46a-18eb-11ea-9213-000d3a38a36f;Android App;Android App;21/07/2019;06/12/2020;06/12/2020;21/07/2019;2;1;39.99;362.86
54df998e-5274-11ea-956d-000d3a38a36f;Android App;Android App;20/12/2019;02/04/2021;02/04/2021;07/03/2020;4;2;280.71;366.96
06ea4252-5b56-11ea-b15d-000d3a38a36f;Ios App;Ios App;22/12/2019;27/11/2020;27/11/2020;22/12/2019;1;1;60.49;212.98
23c40308-9ea1-11e9-9897-000d3a38a36f;Mobile;Desktop;02/06/2016;23/05/2021;23/05/2021;05/04/2019;6;1;199.98;627.38
6e928d60-a3c3-11e9-a2fc-000d3a38a36f;Android App;Android App;05/04/2019;23/12/2020;23/12/2020;07/04/2019;3;2;149.96;228.45
9108204a-1c62-11ea-a490-000d3a38a36f;Mobile;Mobile;28/08/2019;15/05/2021;15/05/2021;12/01/2020;3;3;653.95;1057.91
